0,21.8
1,21.8
2,21.8
3,21.8
4,21.9
5,21.8
6,21.9
7,21.8
8,21.7
9,21.8
10,21.8
11,21.7
12,21.8
13,21.7
14,21.8
15,21.7
16,21.7
17,21.7
18,21.8
19,21.7
20,21.7
21,21.7
22,21.7
23,21.9
24,21.7
25,21.7
26,21.7
27,21.7
28,21.7
29,21.8
30,21.6
31,21.6
32,21.6
33,21.6
34,21.6
35,21.6
36,21.6
37,21.6
38,21.7
39,21.6
40,21.7
41,21.6
42,21.6
43,23.4
44,26.9
45,30.9
46,34.8
47,38.6
48,41.5
49,44
50,46
51,47.7
52,49.2
53,50.4
54,51.2
55,52.1
56,52.8
57,53.3
58,54
59,54.2
60,54.7
61,54.9
62,55
63,55.4
64,55.5
65,55.8
66,55.9
67,55.9
68,56
69,56.1
70,56.2
71,56.2
72,56.3
73,56.3
74,56.3
75,56.4
76,56.4
77,56.4
78,56.6
79,56.5
80,56.5
81,56.5
82,56.5
83,56.7
84,56.6
85,56.5
86,56.5
87,56.5
88,56.4
89,56.5
90,56.5
91,56.4
92,56.4
93,56.5
94,56.4
95,56.4
96,56.4
97,56.3
98,56.3
99,56.3
100,56.3
101,56.2
102,56.2
103,56.2
104,56.2
105,56.1
106,56.3
107,56.1
108,56.1
109,56.1
110,56.1
111,56
112,55.9
113,55.8
114,56
115,56
116,56
117,55.9
118,55.9
119,55.9
120,55.9
121,56
122,55.9
123,55.9
124,55.9
125,55.8
126,55.9
127,55.8
128,55.8
129,55.8
130,55.7
131,55.8
132,55.9
133,55.6
134,55.8
135,55.9
136,55.6
137,55.5
138,55.5
139,55.5
140,55.5
141,55.5
142,55.4
143,55.4
144,55.4
145,55.4
146,55.4
147,55.4
148,55.3
149,55.4
150,55.3
151,55.3
152,55.2
153,55.3
154,55.2
155,55.3
156,55.2
157,55.2
158,55.2
159,55.1
160,55.1
161,55.1
162,55.3
163,55
164,55
165,55.1
166,55
167,55
168,54.9
169,54.9
170,54.9
171,54.9
172,54.9
173,54.9
174,54.9
175,54.9
176,54.9
177,54.9
178,54.9
179,54.8
180,54.9
181,54.8
182,54.8
183,54.9
184,54.8
185,54.8
186,54.8
187,54.8
188,54.7
189,54.6
190,54.7
191,54.7
192,54.6
193,54.6
194,54.6
195,54.5
196,54.5
197,54.5
198,54.5
199,54.5
200,54.6
201,54.5
202,54.4
203,54.4
204,54.4
205,54.4
206,54.4
207,54.4
208,54.4
209,54.3
210,54.3
211,54.3
212,54.2
213,54.3
214,54.2
215,54.1
216,54.3
217,54.1
218,54
219,54.1
220,54
221,54
222,54
223,54
224,54
225,54
226,54.1
227,53.9
228,53.9
229,53.9
230,53.9
231,53.9
232,53.9
233,53.9
234,53.9
235,53.9
236,53.9
237,53.9
238,53.9
239,53.9
240,53.9
241,53.9
242,53.9
243,53.7
244,53.8
245,53.7
246,53.7
247,53.7
248,53.7
249,53.6
250,53.6
251,53.6
252,53.6
253,53.6
254,53.6
255,53.6
256,53.6
257,53.6
258,53.6
259,53.6
260,53.4
261,53.5
262,53.4
263,53.4
264,53.4
265,53.3
266,53.4
267,53.3
268,53.3
269,53.3
270,53.3
271,53.3
272,53.2
273,53.2
274,53.3
275,53.2
276,53.2
277,53.3
278,53.1
279,53.1
280,53.1
281,53.1
282,53.1
283,53.1
284,53
285,53.1
286,52.9
287,53
288,53
289,53.1
290,52.9
291,52.9
292,53
293,52.9
294,52.9
295,52.9
